"intratherm_id","genus_species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","realm_general2","Notes","genus","species","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km","season_when_away_100km","logic_source_season_when_away","data_gatherer","lifespan_days","lifespan_days_reference","is_in_south","season_when_away_100km_start","season_when_away_100km_stop","season_inactive_start","season_inactive_stop","season_inactive_start2","season_inactive_stop2","experienced_var_mean","experienced_var_max","sd_cumulative"
1,"Abudefduf saxatilis","Chordata","Teleostei","Perciformes","Pomacentridae",NA,"Graham 1971","Comte","Abudefduf saxatilis_9.66_-79.34",28,9.66,-79.34,"","Atlantic Panama",NA,39.3,"tmax",0.26,"SD",13,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Abudefduf","saxatilis",22.9,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1825","Sergeant Major (Abudefduf saxatilis), n.d.","N","","","","","","",NA,NA,NA
10,"Acipenser brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_-66.13",10,45.3,-66.13,"","Carter's Point Kingston New Brunswick Canada",NA,27.6,"tmax",0.35,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Acipenser","brevirostrum",143,"Froese & Pauly, 2000","","NatureServe, 2020","migratory","IUCN, 2020","Spring-Fall","Spring-Fall","IUCN, 2020;NatureServe, 2020","Nikki","25125","IUCN, 2020","N","0.208","0.792","","","","","5.63922624782621","5.7358065945881",5.64913941139061
11,"Acipenser brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_-66.13",15,45.3,-66.13,"","Carter's Point Kingston New Brunswick Canada",NA,31.5,"tmax",0.91,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Acipenser","brevirostrum",143,"Froese & Pauly, 2000","","NatureServe, 2020","migratory","IUCN, 2020","Spring-Fall","Spring-Fall","IUCN, 2020;NatureServe, 2020","Nikki","25125","IUCN, 2020","N","0.208","0.792","","","","","5.63922624782621","5.7358065945881",5.64913941139061
12,"Acipenser brevirostrum","Chordata","Chondrostei","Acipenseriformes","Acipenseridae",NA,"Zhang & Kieffer 2014","Comte","Acipenser brevirostrum_45.3_-66.13",20,45.3,-66.13,"","Carter's Point Kingston New Brunswick Canada",NA,32.8,"tmax",1.17,"SD",8,"critical","LOE","0.1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Acipenser","brevirostrum",143,"Froese & Pauly, 2000","","NatureServe, 2020","migratory","IUCN, 2020","Spring-Fall","Spring-Fall","IUCN, 2020;NatureServe, 2020","Nikki","25125","IUCN, 2020","N","0.208","0.792","","","","","5.63922624782621","5.7358065945881",5.64913941139061
89,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Martin 1988","Comte","Ambassis ambassis_-30.86_25.14",24,-30.86,25.14,"","South Africa",14,36.5,"tmax",NA,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","Y","","","","","","","NA","NA",NA
90,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_79.76",20,11.49,79.76,"","Vellar Brackish India",7,35.49,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
91,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_79.76",25,11.49,79.76,"","Vellar Brackish Tamil Nadu India",7,36.47,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
92,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Vellar Brackish Tamil Nadu India",7,37.02,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
93,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_79.76",30,11.49,79.76,"","Vellar Brackish Tamil Nadu India",7,37.54,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
94,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru & Ramachandran 2001","Comte","Ambassis ambassis_11.49_79.76",35,11.49,79.76,"","Vellar Brackish Tamil Nadu India",7,38.54,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
95,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Vellar Brackish Tamil Nadu India",NA,37.02,"tmax",0.13,"SD",10,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
96,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Vellar Brackish Tamil Nadu India",NA,38.5,"tmax",NA,"SD",10,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
97,"Ambassis ambassis","Chordata","Teleostei","Perciformes","Chandidae",NA,"Rajaguru 2002","Comte","Ambassis ambassis_11.49_79.76",28,11.49,79.76,"","Vellar Brackish Tamil Nadu India",NA,40.5,"tmax",NA,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ambassis","ambassis",15,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Milton & Arthington, 1985","N","","","","","","","3.02647978673632","4.00061568753867",3.06479450378552
159,"Ameiurus melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus melas_42.08_-81.34",23,42.08,-81.34,"","Lake Erie",NA,35,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ameiurus","melas",66,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","3650","Froese & Pauly, 2000;Meyers et al., 2015","N","","","","","","","10.5614886242719","11.2609470732302",10.5768488018421
160,"Ameiurus melas","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus melas_39.016739_-90.992256",26,39.016739,-90.992256,"inferred","Cuivre River, Missouri, United States",NA,38.1,"tmax",0.39,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ameiurus","melas",66,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","3650","Froese & Pauly, 2000;Meyers et al., 2015","N","","","","","","","11.3904460253483","11.9817009906139",11.3956625473598
163,"Ameiurus natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Spotila et al. 1979","Comte","Ameiurus natalis_42.08_-81.34",22.2,42.08,-81.34,"","Lake Erie",NA,36.4,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ameiurus","natalis",60,"Froese & Pauly, 2000","","Greenbank, 1956","non-migratory","IUCN, 2020","","","","Nikki","2555","Meyers et al., 2015","N","","","","","","","10.5627952875407","11.3458249236979",10.5768488018421
167,"Ameiurus natalis","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,"Beitinger et al. 2000","Comte","Ameiurus natalis_39.201_-92.177",26,39.201,-92.177,"inferred","centroid of Salt River, Lamine River, Missouri, United States",NA,37.9,"tmax",0.44,"SD",7,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Ameiurus","natalis",60,"Froese & Pauly, 2000","","Greenbank, 1956","non-migratory","IUCN, 2020","","","","Nikki","2555","Meyers et al., 2015","N","","","","","","","11.3387838060651","12.3766241217142",11.3509569668798
277,"Anguilla australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",12,-37.27,174.87,"","Lower Waikato River New Zealand",7,33.4,"tmax",1,"SD",13,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Anguilla","australis",130,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Sarah/Nikki","11680","De Magalhães & Costa, 2009","Y","","","","","","","NA","NA",NA
278,"Anguilla australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",20,-37.27,174.87,"","Lower Waikato River New Zealand",7,35.6,"tmax",1.53,"SD",16,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Anguilla","australis",130,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Sarah/Nikki","11680","De Magalhães & Costa, 2009","Y","","","","","","","NA","NA",NA
279,"Anguilla australis","Chordata","Teleostei","Anguilliformes","Anguillidae",NA,"Simons 1984","Comte","Anguilla australis_-37.27_174.87",21.5,-37.27,174.87,"","Lower Waikato River New Zealand",7,36,"tmax",0.62,"SD",12,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Anguilla","australis",130,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Sarah/Nikki","11680","De Magalhães & Costa, 2009","Y","","","","","","","NA","NA",NA
297,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Mora & Ospína 2001","Comte","Apogon dovii_2.97_7.18",26.5,2.97,7.18,"","Gorgona Island national park Columbia",1,37.04,"tmax",0.34,"SD",28,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Apogon","dovii",7.5,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","unk","","N","","","","","","",NA,NA,NA
298,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Ospína & Mora 2004","Comte","Apogon dovii_2.99_-78.2",26.5,2.99,-78.2,"","Gorgona Island reefs Columbia",1,36.43,"tmax",0.76,"SD",27,"lethal","death","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Apogon","dovii",7.5,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","unk","","N","","","","","","",NA,NA,NA
299,"Apogon dovii","Chordata","Teleostei","Perciformes","Apogonidae",NA,"Graham 1971","Comte","Apogon dovii_7.33_-80.21",28,7.33,-80.21,"","Pacific ocean Panama",NA,37.23,"tmax",0.88,"SD",12,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Apogon","dovii",7.5,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","unk","","N","","","","","","",NA,NA,NA
322,"Bathygobius ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Mora & Ospína 2001","Comte","Bathygobius ramosus_2.97_7.18",26.5,2.97,7.18,"","Gorgona Island national park Columbia",1,35.13,"tmax",0.12,"SD",15,"critical","LOE","0.02",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","ramosus",20,"Froese & Pauly, 2000","","Froese & Pauly, 2000","unk","","","","","Nikki","unk","","N","","","","","","",NA,NA,NA
323,"Bathygobius ramosus","Chordata","Teleostei","Perciformes","Gobiidae",NA,"Graham 1971","Comte","Bathygobius ramosus_7.33_-80.21",28,7.33,-80.21,"","Pacific ocean Panama",NA,40.7,"tmax",0.09,"SD",21,"lethal","death","0.0383",NA,NA,NA,NA,NA,NA,NA,"Marine",NA,"Bathygobius","ramosus",20,"Froese & Pauly, 2000","","Froese & Pauly, 2000","unk","","","","","Nikki","unk","","N","","","","","","",NA,NA,NA
370,"Carpiodes cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Mundahl 1990","Comte","Carpiodes cyprinus_39.97_-82.81",24,39.97,-82.81,"","Indian Creek Ohio US",NA,38.8,"tmax",0.8,"SD",6,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,"Freshwater","complicated migration","Carpiodes","cyprinus",45.7,"Parker & Franzin, 1991","","","migratory","NatureServe, 2020","","","","Azenor/Nikki","4015","Meyers et al., 2015","N","","","","","","","10.501717712734","11.3301793357842",10.5041008028488
371,"Carpiodes cyprinus","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Carpiodes cyprinus_42.08_-81.34",23.3,42.08,-81.34,"","Lake Erie",NA,37.2,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","complicated migration","Carpiodes","cyprinus",45.7,"Parker & Franzin, 1991","","","migratory","NatureServe, 2020","","","","Azenor/Nikki","4015","Meyers et al., 2015","N","","","","","","","10.5627516389233","11.1936568160408",10.5768488018421
380,"Catostomus clarkii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Deacon et al. 1987","Comte","Catostomus clarkii_34.048927_-111.093735",10,34.048927,-111.093735,"inferred","Virgin River Utha US",14,32.2,"tmax",0.64,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","clarkii",33,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Azenor/Nikki","3650","NatureServe, 2020","N","","","","","","","8.72408491088105","9.14260730808823",8.72463729077109
381,"Catostomus clarkii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Deacon et al. 1987","Comte","Catostomus clarkii_34.048927_-111.093735",25,34.048927,-111.093735,"inferred","Virgin River Utha US",14,37.17,"tmax",0.5,"SD",6,"critical","LOE","0.24",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","clarkii",33,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Azenor/Nikki","3650","NatureServe, 2020","N","","","","","","","8.72408491088105","9.14260730808823",8.72463729077109
388,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",5,42.08,-81.34,"","Lake Erie",NA,26.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
389,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",10,42.08,-81.34,"","Lake Erie",NA,27.7,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
390,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",15,42.08,-81.34,"","Lake Erie",NA,29.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
391,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",20,42.08,-81.34,"","Lake Erie",NA,29.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
392,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",25,42.08,-81.34,"","Lake Erie",NA,29.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
393,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Spotila et al. 1979","Comte","Catostomus commersonii_42.08_-81.34",19,42.08,-81.34,"","Lake Erie",NA,31.6,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","10.5689260960953","11.0113962762374",10.5768488018421
410,"Catostomus commersonii","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,"Beitinger et al. 2000","Comte","Catostomus commersonii_39.279_-91.155",26,39.279,-91.155,"inferred","centroid of Salt River, Cuivre River, Missouri, United States",NA,34.9,"tmax",0.25,"SD",5,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Catostomus","commersonii",65,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Spring-Summer","","NatureServe, 2020;Meyers et al., 2015","Azenor/Nikki","6205","Meyers et al., 2015","N","","","","","","","11.3660100748862","11.7555927107421",11.365427047699
459,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",21.5,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,32.33,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
460,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",10,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,29.27,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
461,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",0,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,19.71,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
462,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",1,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,18.17,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
463,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",0,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,17.55,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
464,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Scott 1987","Comte","Chrosomus erythrogaster_36.16_-105.2",19,36.16,-105.2,"","Little Coyote Creek Colfax New Mexico US",NA,25.36,"tmax",NA,"SD",70,"critical","LOE","0.5",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","8.64840746346356","9.35540126536988",8.67439552424088
465,"Chrosomus erythrogaster","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,"Beitinger et al. 2000","Comte","Chrosomus erythrogaster_38.189801_-91.908238",26,38.189801,-91.908238,"inferred","Gasconade River, Missouri, United States",NA,35.9,"tmax",0.42,"SD",12,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Chrosomus","erythrogaster",9.1,"Froese & Pauly, 2000","","","non-migratory","IUCN, 2020","","","","Nikki","1095","Froese & Pauly, 2000;NatureServe, 2020","N","","","","","","","10.7351910755858","12.2038718791717",10.7611082120466
466,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_-83.98",2,42.41,-83.98,"","Pickerel Lake Michigan US",NA,19.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Coregonus","artedi",57,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Winter","","Meyers et al., 2015;Morin et al., 1981","Nikki","4745","Meyers et al., 2015","N","","","","","","","11.7002595153106","12.348379674853",11.7046358427281
467,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_-83.98",5,42.41,-83.98,"","Pickerel Lake Michigan US",NA,21.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Coregonus","artedi",57,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Winter","","Meyers et al., 2015;Morin et al., 1981","Nikki","4745","Meyers et al., 2015","N","","","","","","","11.7002595153106","12.348379674853",11.7046358427281
468,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_-83.98",10,42.41,-83.98,"","Pickerel Lake Michigan US",NA,24.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Coregonus","artedi",57,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Winter","","Meyers et al., 2015;Morin et al., 1981","Nikki","4745","Meyers et al., 2015","N","","","","","","","11.7002595153106","12.348379674853",11.7046358427281
469,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_-83.98",20,42.41,-83.98,"","Pickerel Lake Michigan US",NA,26.3,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Coregonus","artedi",57,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Winter","","Meyers et al., 2015;Morin et al., 1981","Nikki","4745","Meyers et al., 2015","N","","","","","","","11.7002595153106","12.348379674853",11.7046358427281
470,"Coregonus artedi","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,"Yoder et al. 2012","Comte","Coregonus artedi_42.41_-83.98",25,42.41,-83.98,"","Pickerel Lake Michigan US",NA,25.8,"tmax",NA,"SD",NA,"lethal","death",NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"Coregonus","artedi",57,"Froese & Pauly, 2000","","","migratory","IUCN, 2020","Winter","","Meyers et al., 2015;Morin et al., 1981","Nikki","4745","Meyers et al., 2015","N","","","","","","","11.7002595153106","12.348379674853",11.7046358427281
